"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","76","TC-CAT-POST-NEG-001: Debe fallar si falta name (400 NAME_IS_REQUIRED)","smoke","2026-04-19","passed","2026-04-19","POST /api/category - Creación de categorías","api\smoke\category\category-crud.smoke.spec.js","",""
"","251","TC_CON_AD_002 GET /api/ad/:id response schema","contract","2026-04-19","passed","2026-04-19","Ad - Contract","api\contract\ad\ad.contract.spec.js","",""
"","1012","TC_SHW_051_REMOVE_ShowStatusDeletedAfterRemove","regression","2026-04-19","passed","2026-04-19","4. Remove (DELETE /api/show/:id)","api\regression\show\show-advanced.regression.spec.js","",""
"","171","TC_SHW_NEG_001_INSERT_MissingAccount","","2026-04-03","passed","2026-04-03","1. Create (POST /api/show)","show\show.test.js","",""
"","3","TC_CON_AR_002 GET /api/settings/advanced-access-restrictions/:id response schema","contract","2026-04-19","skipped","2026-04-19","Access Restriction - Contract","api\contract\access_restriction\access_restriction.contract.spec.js","",""
"","177","[PL-BRULE-002.2.7] Crea playlist Manual con featured=true","","2026-04-03","passed","2026-04-03","Playlist API > POST /api/playlist · Creación de playlists","playlist\playlist.test.js","",""
"","185","TC_SHW_NEG_004_INSERT_InvalidDateFormat","regression","2026-04-19","passed","2026-04-19","1. Create (POST /api/show)","api\regression\show\show-advanced.regression.spec.js","",""
"","2337","TC_LIV_044_GET_Schedule","regression","2026-04-19","passed","2026-04-19","9. Schedule y Restream","api\regression\live\live-advanced.regression.spec.js","",""
"","202","TC-004: Test de paginación","","2026-04-03","passed","2026-04-03","🎫 Cupones ","cupones\create_coupon.test.js","",""
"","1547","TC_LIV_026_POST_AssignPlayer","","2026-04-03","skipped","2026-04-03","Live Stream API > 7. Thumbnails y Logo","live\live.test.js","",""
"","279","Debe permitir buscar por category_name","","2026-04-03","passed","2026-04-03","GET /api/category - Búsqueda y listados de categorías","category\get_category.test.js","",""
"","299","[PL-API-003.1.6] Playlist sin medias devuelve medias como array vacío con ?medias=true","","2026-04-03","passed","2026-04-03","Playlist API > GET /api/playlist/{id}?medias=true · Medias incluidas en el detalle","playlist\playlist.test.js","",""
"","1341","[PL-API-003.1.2] Retorna 200 con campos obligatorios y schema válido","","2026-04-03","passed","2026-04-03","Playlist API > GET /api/playlist/{id} · Detalle de playlist","playlist\playlist.test.js","",""
"","97","TC-013: Error para cupón inexistente","","2026-04-03","passed","2026-04-03","🎫 Cupones ","cupones\create_coupon.test.js","",""
"","3931","TC_LIV_004_POST_UpdateNameOnly","regression","2026-04-19","passed","2026-04-19","1b. CRUD adicional","api\regression\live\live-advanced.regression.spec.js","",""
"","118","TC_SHW_070_VALIDATION_EmptyTitle","","2026-04-03","passed","2026-04-03","5. Edge Cases y Validaciones","show\show.test.js","",""
"","3078","TC_CON_PL_002 GET /api/playlist/:id response schema","contract","2026-04-19","passed","2026-04-19","Playlist - Contract","api\contract\playlist\playlist.contract.spec.js","",""
"","6093","TC_CON_MED_002 GET /api/media/:id response schema","contract","2026-04-19","passed","2026-04-19","Media - Contract","api\contract\media\media.contract.spec.js","",""
"","1404","[PL-FUNC-001.2.3] Al vaciar rules.manual.medias, medias ya no aparece","regression","2026-04-19","passed","2026-04-19","GET ?medias=true - Medias incluidas","api\regression\playlist\playlist-advanced.regression.spec.js","",""
"","79","[PL-API-003.2 NEG] 404 al eliminar playlist inexistente","","2026-04-03","passed","2026-04-03","Playlist API > DELETE /api/playlist/{id} · Eliminación de playlists","playlist\playlist.test.js","",""
"","2355","TC_LIV_014_POST_SetFavorite","","2026-04-03","passed","2026-04-03","Live Stream API > 4. Favoritos (toggle-bookmark)","live\live.test.js","",""
"","2602","[PL-FUNC-001.1.1 / PL-API-003.1.3] Crea playlist Manual y asocia medias via update (Happy Path)","","2026-04-03","failed","2026-04-03","Playlist API > POST /api/playlist · Creación de playlists","playlist\playlist.test.js","",""
"","1190","[PL-FUNC-001.1.5] Actualiza medias: agrega y luego vacía rules.manual.medias","","2026-04-03","failed","2026-04-03","Playlist API > PUT /api/playlist/{id} · Actualización de playlists","playlist\playlist.test.js","",""
"","1750","TC_LIV_024_POST_RefreshToken","","2026-04-03","passed","2026-04-03","Live Stream API > 6. Token de Publicación","live\live.test.js","",""
"","1192","TC_MED_005b_GET_ListWithoutCategory","regression","2026-04-19","passed","2026-04-19","3b. Read Media - variantes","api\regression\media\media-advanced.regression.spec.js","",""
"","1597","TC_MED_018a_INDEX_VisibilityAdmin","","2026-04-03","passed","2026-04-03","8. Visibility Index (GET /api/media)","media\media.test.js","",""
"","499","TC-006: Crear cupón no reutilizable","smoke","2026-04-19","passed","2026-04-19","Cupones - Smoke","api\smoke\cupones\cupones.smoke.spec.js","",""
"","244","TC_SHW_003_INSERT_GenresNullCleaning","","2026-04-03","passed","2026-04-03","1. Create (POST /api/show)","show\show.test.js","",""
"","84","TC-CAT-POST-NEG-001: Debe fallar si falta 'name' (400 NAME_IS_REQUIRED)","","2026-04-03","passed","2026-04-03","POST /api/category - Creación de categorías","category\post_category.test.js","",""
"","2189","TC_MED_META_DELETE","","2026-04-03","passed","2026-04-03","10. Subrecursos (Metas)","media\media.test.js","",""
"","645","TC_MED_PREVIEW_UPLOAD_GET","","2026-04-03","passed","2026-04-03","11. Subrecursos Adicionales","media\media.test.js","",""
"","735","Actualizar Ad existente (200)","","2026-04-03","passed","2026-04-03","💵 Ad - Update )","ad\update_ad.test.js","",""
"","78","TC_MED_THUMBS_GET_NotFound","","2026-04-03","passed","2026-04-03","11. Subrecursos Adicionales","media\media.test.js","",""
"","2098","TC_LIV_011_GET_PaginationSkip","regression","2026-04-19","passed","2026-04-19","2. Búsqueda y Filtros","api\regression\live\live-advanced.regression.spec.js","",""
"","905","TC_MED_005a_GET_ListAllTrue","","2026-04-03","passed","2026-04-03","3. Read Media (GET /api/media & /api/media/:id)","media\media.test.js","",""
"","1014","TC_CON_MED_003 GET /api/media list response schema","contract","2026-04-19","passed","2026-04-19","Media - Contract","api\contract\media\media.contract.spec.js","",""
"","170","TC_SHW_001_INSERT_MinimalPayload","","2026-04-03","failed","2026-04-03","1. Create (POST /api/show)","show\show.test.js","",""
"","4","[BR-PL-010] Los tokens generados son únicos entre sí","regression","2026-04-19","skipped","2026-04-19","Access Tokens","api\regression\playlist\playlist-advanced.regression.spec.js","",""
"","318","TC_LIV_010_GET_PaginationLimit","","2026-04-03","passed","2026-04-03","Live Stream API > 2. Búsqueda y Filtros","live\live.test.js","",""
"","1423","TC_LIV_030_POST_MediaLive","","2026-04-03","passed","2026-04-03","Live Stream API > 8. Configuración Avanzada","live\live.test.js","",""
"","2513","TC_SHW_042_UPDATE_NextEpisodeValidation","regression","2026-04-19","passed","2026-04-19","3. Update (POST /api/show/:id)","api\regression\show\show-advanced.regression.spec.js","",""
"","108","TC-013: Error para cupón inexistente","smoke","2026-04-19","passed","2026-04-19","Cupones - Smoke","api\smoke\cupones\cupones.smoke.spec.js","",""
"","532","Debe permitir buscar por category_name","smoke","2026-04-19","passed","2026-04-19","GET /api/category - Búsqueda y listados de categorías","api\smoke\category\category-crud.smoke.spec.js","",""
"","481","TC_MED_008_GET_DetailSuccess","smoke","2026-04-19","passed","2026-04-19","Media - Smoke","api\smoke\media\media-crud.smoke.spec.js","",""
"","944","TC-012: Crear y eliminar cupón temporal","","2026-04-03","passed","2026-04-03","🎫 Cupones ","cupones\create_coupon.test.js","",""
"","2576","Obtener Ad por ID (200)","smoke","2026-04-19","passed","2026-04-19","Ad - GET","api\smoke\ad\ad-crud.smoke.spec.js","",""
"","860","[PL-FUNC-001.1.1] Crea playlist Manual mínima (sin medias)","","2026-04-03","passed","2026-04-03","Playlist API > POST /api/playlist · Creación de playlists","playlist\playlist.test.js","",""
"","411","TC_SHW_001_INSERT_MinimalPayload - schema validation","regression","2026-04-19","passed","2026-04-19","1. Create (POST /api/show)","api\regression\show\show-advanced.regression.spec.js","",""
"","272","[BR-PL-005] El type es mutable: actualizar con type diferente sí lo cambia","regression","2026-04-19","passed","2026-04-19","Reglas de negocio (BR)","api\regression\playlist\playlist-advanced.regression.spec.js","",""
"","1902","TC_LIV_013_POST_ToggleOffline","","2026-04-03","passed","2026-04-03","Live Stream API > 3. Estado Online/Offline","live\live.test.js","",""
"","4046","TC_MED_META_DELETE","regression","2026-04-19","passed","2026-04-19","10b. Subrecursos (Metas) - DELETE","api\regression\media\media-advanced.regression.spec.js","",""
"","328","TC_LIV_022_GET_ListWithParams","","2026-04-03","passed","2026-04-03","Live Stream API > 2. Búsqueda y Filtros","live\live.test.js","",""
"","754","TC_MED_014_DELETE_AlreadyDeleted","","2026-04-03","passed","2026-04-03","5. Delete Media (DELETE /api/media/:id)","media\media.test.js","",""
"","119","TC_MED_016_SEARCH_FilterByArrayTag","regression","2026-04-19","passed","2026-04-19","7. Search (GET /api/media/search)","api\regression\media\media-search.regression.spec.js","",""
"","1025","TC_CON_SHW_002 GET /api/show/:id response schema","contract","2026-04-19","passed","2026-04-19","Show - Contract","api\contract\show\show.contract.spec.js","",""
"","916","TC-002: Verificar filtro por custom_code","regression","2026-04-19","passed","2026-04-19","Cupones - GET avanzado","api\regression\cupones\cupones-advanced.regression.spec.js","",""
"","2062","TC_MED_014e_FILTER_TypeVideo","regression","2026-04-19","passed","2026-04-19","6. Filtros Avanzados (filterData)","api\regression\media\media-advanced.regression.spec.js","",""
"","228","TC_CON_CAT_001 POST /api/category response schema","contract","2026-04-19","passed","2026-04-19","Category - Contract","api\contract\category\category.contract.spec.js","",""
"","704","[PL-API-003.1.1] La playlist recién creada aparece en el listado","","2026-04-03","passed","2026-04-03","Playlist API > GET /api/playlist · Listado de playlists","playlist\playlist.test.js","",""
"","640","Crear Ad mínimo (name, type, flags)","smoke","2026-04-19","passed","2026-04-19","Ad - Creación","api\smoke\ad\ad-crud.smoke.spec.js","",""
"","188","[PL-FUNC-001.1.4] Crea playlist Playout con múltiples reglas","","2026-04-03","passed","2026-04-03","Playlist API > POST /api/playlist · Creación de playlists","playlist\playlist.test.js","",""
"","608","[BR-PL-002] El slug se genera automáticamente al crear la playlist","regression","2026-04-19","passed","2026-04-19","Reglas de negocio (BR)","api\regression\playlist\playlist-advanced.regression.spec.js","",""
"","485","[PL-FUNC-001.3.3 / PL-API-003.1.10] Elimina access token exitosamente","","2026-04-03","failed","2026-04-03","Playlist API > Access Tokens · POST & DELETE /api/playlist/{id}/access-token","playlist\playlist.test.js","",""
"","2048","TC_LIV_030_POST_MediaLive","regression","2026-04-19","passed","2026-04-19","8. Configuración Avanzada","api\regression\live\live-advanced.regression.spec.js","",""
"","1094","TC_MED_UPLOAD_GET","","2026-04-03","passed","2026-04-03","11. Subrecursos Adicionales","media\media.test.js","",""
"","258","min_media_time_length negativo se normaliza o devuelve 400","smoke","2026-04-19","passed","2026-04-19","Ad - Update","api\smoke\ad\ad-crud.smoke.spec.js","",""
"","100","TC_AR_NEG_011_GET_InvalidIdFormat","smoke","2026-04-19","passed","2026-04-19","Access Restrictions - Smoke","api\smoke\access-restriction\access-restriction.smoke.spec.js","",""
"","625","TC_MED_IMAGE_GET","regression","2026-04-19","passed","2026-04-19","11. Subrecursos Adicionales","api\regression\media\media-advanced.regression.spec.js","",""
"","3483","TC_LIV_006_GET_SearchByName","regression","2026-04-19","passed","2026-04-19","2. Búsqueda y Filtros","api\regression\live\live-advanced.regression.spec.js","",""
"","279","[BR-PL-005] El type es inmutable: actualizar con type diferente no lo cambia","regression","2026-04-19","failed","2026-04-19","Reglas de negocio (BR)","api\regression\playlist\playlist-advanced.regression.spec.js","",""
"","85","ID inexistente devuelve 404","","2026-04-03","passed","2026-04-03","💵 Ad - Update )","ad\update_ad.test.js","",""
"","99","TC-CAT-POST-NEG-003: Debe fallar si parent no es un ID válido","smoke","2026-04-19","passed","2026-04-19","POST /api/category - Creación de categorías","api\smoke\category\category-crud.smoke.spec.js","",""
"","190","[PL-FUNC-001.1.3] Crea playlist Series con estructura de temporadas","","2026-04-03","passed","2026-04-03","Playlist API > POST /api/playlist · Creación de playlists","playlist\playlist.test.js","",""
"","471","TC-CAT-POST-002: Crear categoría completa con parent, drm, track y visible","","2026-04-03","passed","2026-04-03","POST /api/category - Creación de categorías","category\post_category.test.js","",""
"","464","TC-007: Crear cupón reutilizable con código personalizado","regression","2026-04-19","passed","2026-04-19","Cupones - POST avanzado","api\regression\cupones\cupones-advanced.regression.spec.js","",""
"","781","TC_MED_005_GET_ListDefaultParameters","smoke","2026-04-19","passed","2026-04-19","Media - Smoke","api\smoke\media\media-crud.smoke.spec.js","",""
"","2678","TC_LIV_015_POST_RemoveFavorite","","2026-04-03","passed","2026-04-03","Live Stream API > 4. Favoritos (toggle-bookmark)","live\live.test.js","",""
"","648","TC_SHW_072_VALIDATION_SpecialCharactersInTitle","regression","2026-04-19","passed","2026-04-19","5. Edge Cases y Validaciones","api\regression\show\show-advanced.regression.spec.js","",""
"","2594","Flujo: create playlist → associate media → verify → clear → verify empty","integration","2026-04-19","passed","2026-04-19","Playlist - Flujo de asociación de medias","api\integration\playlist\playlist-media-flow.integration.spec.js","",""
"","86","TC_MED_009_GET_DetailNotFound","","2026-04-03","passed","2026-04-03","3. Read Media (GET /api/media & /api/media/:id)","media\media.test.js","",""
"","1536","TC_MED_003_POST_MissingTitle","","2026-04-03","passed","2026-04-03","2. Create Media (POST /api/media)","media\media.test.js","",""
"","2249","TC_LIV_004b_POST_UpdatePartialConfig","","2026-04-03","passed","2026-04-03","Live Stream API > 1. CRUD Principal (POST/GET/DELETE)","live\live.test.js","",""
"","242","TC_SHW_NEG_010_GET_NonExistentShow","","2026-04-03","passed","2026-04-03","2. Read (GET /api/show/:id)","show\show.test.js","",""
"","658","TC-010: Obtener cupón por ID","","2026-04-03","passed","2026-04-03","🎫 Cupones ","cupones\create_coupon.test.js","",""
"","1079","[PL-API-003.1.1] Retorna 200 con array de playlists y schema válido","","2026-04-03","passed","2026-04-03","Playlist API > GET /api/playlist · Listado de playlists","playlist\playlist.test.js","",""
"","2252","TC_MED_003_POST_MissingTitle - title se auto-asigna","regression","2026-04-19","passed","2026-04-19","2b. Create Media - variantes","api\regression\media\media-advanced.regression.spec.js","",""
"","1090","[PL-FUNC-001.2.3 / BR-PL-003] Al vaciar rules.manual.medias vía update, medias ya no aparece","","2026-04-03","passed","2026-04-03","Playlist API > Reglas de negocio (BR) verificables por API","playlist\playlist.test.js","",""
"","1917","TC_LIV_033_POST_AssignAd","","2026-04-03","passed","2026-04-03","Live Stream API > 8. Configuración Avanzada","live\live.test.js","",""
"","194","TC_LIV_021_GET_FilterFavorites","regression","2026-04-19","passed","2026-04-19","2. Búsqueda y Filtros","api\regression\live\live-advanced.regression.spec.js","",""
"","692","[BR-PL-010] Los tokens generados son únicos entre sí","","2026-04-03","failed","2026-04-03","Playlist API > Reglas de negocio (BR) verificables por API","playlist\playlist.test.js","",""
"","2052","[PL-BRULE-002.2.7] Crea playlist Manual con featured=true","regression","2026-04-19","passed","2026-04-19","POST /api/playlist - Tipos de playlist","api\regression\playlist\playlist-advanced.regression.spec.js","",""
"","103","TC-CAT-POST-NEG-002: Debe fallar si 'drm' tiene un valor inválido","","2026-04-03","passed","2026-04-03","POST /api/category - Creación de categorías","category\post_category.test.js","",""
"","83","ID inexistente devuelve 404","smoke","2026-04-19","passed","2026-04-19","Ad - GET","api\smoke\ad\ad-crud.smoke.spec.js","",""
"","482","TC_SHW_070_VALIDATION_EmptyTitle","regression","2026-04-19","passed","2026-04-19","5. Edge Cases y Validaciones","api\regression\show\show-advanced.regression.spec.js","",""
"","1904","TC_SHW_004_INSERT_NextEpisodeDefault","","2026-04-03","passed","2026-04-03","1. Create (POST /api/show)","show\show.test.js","",""
"","363","[PL-API-003.2.3 NEG] 400 con type con valor inválido","","2026-04-03","failed","2026-04-03","Playlist API > POST /api/playlist · Creación de playlists","playlist\playlist.test.js","",""
"","1823","TC_MED_014c_FILTER_TitleStartsEndsWith","","2026-04-03","passed","2026-04-03","6. Filtros Avanzados (filterData)","media\media.test.js","",""
"","576","TC_AR_001_GET_ListAllRestrictions","","2026-04-03","passed","2026-04-03","1. List (GET /api/settings/advanced-access-restrictions)","access_restriction\access_restriction.test.js","",""
"","79","TC_MED_017_SEARCH_VisibilityMasking","","2026-04-03","passed","2026-04-03","7. Search (GET /api/media/search)","media\media.test.js","",""
"","341","TC_LIV_008_GET_FilterOffline","","2026-04-03","passed","2026-04-03","Live Stream API > 2. Búsqueda y Filtros","live\live.test.js","",""
"","3276","TC_MED_SUBTITLE_GET","regression","2026-04-19","passed","2026-04-19","11. Subrecursos Adicionales","api\regression\media\media-advanced.regression.spec.js","",""
"","3114","TC_MED_001_POST_CreateStandardVideo","","2026-04-03","passed","2026-04-03","2. Create Media (POST /api/media)","media\media.test.js","",""
"","885","TC_SHW_051_REMOVE_ShowStatusDeletedAfterRemove","","2026-04-03","passed","2026-04-03","4. Remove (DELETE /api/show/:id)","show\show.test.js","",""
"","464","Debe listar y contener la categoría hija creada","","2026-04-03","passed","2026-04-03","GET /api/category - Búsqueda y listados de categorías","category\get_category.test.js","",""
"","2003","TC_MED_013_DELETE_Success","","2026-04-03","passed","2026-04-03","5. Delete Media (DELETE /api/media/:id)","media\media.test.js","",""
"","811","TC_MED_005a_GET_ListAllTrue - incluye no publicados","regression","2026-04-19","passed","2026-04-19","3b. Read Media - variantes","api\regression\media\media-advanced.regression.spec.js","",""
"","339","TC_CON_CAT_002 GET /api/category/:id response schema","contract","2026-04-19","passed","2026-04-19","Category - Contract","api\contract\category\category.contract.spec.js","",""
"","269","[PL-API-003.1.1] Respeta el parámetro limit","","2026-04-03","passed","2026-04-03","Playlist API > GET /api/playlist · Listado de playlists","playlist\playlist.test.js","",""
"","5075","TC_LIV_012_POST_ToggleOnline","regression","2026-04-19","passed","2026-04-19","3. Estado Online/Offline","api\regression\live\live-advanced.regression.spec.js","",""
"","1314","TC_SHW_011_GET_ShowWithPopulate","","2026-04-03","passed","2026-04-03","2. Read (GET /api/show/:id)","show\show.test.js","",""
"","192","[PL-NEG] 400 o 500 con type con valor inválido","regression","2026-04-19","passed","2026-04-19","POST /api/playlist - Validaciones negativas","api\regression\playlist\playlist-advanced.regression.spec.js","",""
"","3555","TC_LIV_004b_POST_UpdatePartialConfig","regression","2026-04-19","passed","2026-04-19","1b. CRUD adicional","api\regression\live\live-advanced.regression.spec.js","",""
"","222","TC_CON_PL_003 GET /api/playlist list response schema","contract","2026-04-19","passed","2026-04-19","Playlist - Contract","api\contract\playlist\playlist.contract.spec.js","",""
"","311","TC_LIV_022_GET_ListWithParams","regression","2026-04-19","passed","2026-04-19","2. Búsqueda y Filtros","api\regression\live\live-advanced.regression.spec.js","",""
"","19211","TC_MED_SUBTITLE_DELETE","regression","2026-04-19","skipped","2026-04-19","11. Subrecursos Adicionales","api\regression\media\media-advanced.regression.spec.js","",""
"","525","Debe devolver OK y un array de categorías (sin filtros)","","2026-04-03","passed","2026-04-03","GET /api/category - Búsqueda y listados de categorías","category\get_category.test.js","",""
"","1677","TC_MED_009_GET_DetailNotFound","smoke","2026-04-19","passed","2026-04-19","Media - Smoke","api\smoke\media\media-crud.smoke.spec.js","",""
"","482","TC_SHW_002_INSERT_FullPayload","","2026-04-03","passed","2026-04-03","1. Create (POST /api/show)","show\show.test.js","",""
"","2174","TC_LIV_032_GET_DetailPublishUrls","regression","2026-04-19","passed","2026-04-19","8. Configuración Avanzada","api\regression\live\live-advanced.regression.spec.js","",""
"","287","[PL-SMOKE-004] GET detalle retorna campos obligatorios y schema válido","smoke","2026-04-19","passed","2026-04-19","Playlist - Smoke","api\smoke\playlist\playlist-crud.smoke.spec.js","",""
"","361","TC_SHW_003_INSERT_GenresNullCleaning","regression","2026-04-19","passed","2026-04-19","1. Create (POST /api/show)","api\regression\show\show-advanced.regression.spec.js","",""
"","2609","[PL-FUNC-001.1.5] Actualiza nombre y descripción","","2026-04-03","passed","2026-04-03","Playlist API > PUT /api/playlist/{id} · Actualización de playlists","playlist\playlist.test.js","",""
"","1006","TC_MED_014c_FILTER_TitleStartsEndsWith","regression","2026-04-19","passed","2026-04-19","6. Filtros Avanzados (filterData)","api\regression\media\media-advanced.regression.spec.js","",""
"","5305","TC_LIV_009_GET_FilterByTypeVideoAudio","","2026-04-03","passed","2026-04-03","Live Stream API > 2. Búsqueda y Filtros","live\live.test.js","",""
"","4398","TC_MED_010b_UPDATE_PublishUnpublish","regression","2026-04-19","passed","2026-04-19","4b. Partial Update - variantes","api\regression\media\media-advanced.regression.spec.js","",""
"","431","TC_SHW_001_POST_CreateMinimal","smoke","2026-04-19","passed","2026-04-19","Show - Smoke","api\smoke\show\show-crud.smoke.spec.js","",""
"","1949","[PL-BRULE-002.2.7] Actualiza flags featured y no_ad","regression","2026-04-19","passed","2026-04-19","PUT /api/playlist/{id} - Actualización","api\regression\playlist\playlist-advanced.regression.spec.js","",""
"","545","TC_SHW_041_UPDATE_CompleteUpdate","regression","2026-04-19","passed","2026-04-19","3. Update (POST /api/show/:id)","api\regression\show\show-advanced.regression.spec.js","",""
"","533","TC-001: GET lista básica retorna OK y array","smoke","2026-04-19","passed","2026-04-19","Cupones - Smoke","api\smoke\cupones\cupones.smoke.spec.js","",""
"","1503","TC_LIV_044_GET_Schedule","","2026-04-03","passed","2026-04-03","Live Stream API > 9. Schedule y Restream","live\live.test.js","",""
"","90","[PL-NEG] 404 al eliminar playlist inexistente","regression","2026-04-19","passed","2026-04-19","DELETE /api/playlist - negativo","api\regression\playlist\playlist-advanced.regression.spec.js","",""
"","117","[PL-SMOKE-002] GET lista respeta parámetro limit","smoke","2026-04-19","passed","2026-04-19","Playlist - Smoke","api\smoke\playlist\playlist-crud.smoke.spec.js","",""
"","4","TC_CON_AR_001 POST /api/settings/advanced-access-restrictions response schema","contract","2026-04-19","skipped","2026-04-19","Access Restriction - Contract","api\contract\access_restriction\access_restriction.contract.spec.js","",""
"","1526","[PL-FUNC-001.3.3] Tras eliminar el token, ya no aparece en el detalle","","2026-04-03","failed","2026-04-03","Playlist API > Access Tokens · POST & DELETE /api/playlist/{id}/access-token","playlist\playlist.test.js","",""
"","2388","TC_MED_014e_FILTER_TypeVideo","","2026-04-03","passed","2026-04-03","6. Filtros Avanzados (filterData)","media\media.test.js","",""
"","86","TC-CAT-POST-NEG-003: Debe fallar si 'parent' no es un ID válido","","2026-04-03","passed","2026-04-03","POST /api/category - Creación de categorías","category\post_category.test.js","",""
"","84","TC-CAT-POST-NEG-004: Debe fallar si name es vacío","smoke","2026-04-19","passed","2026-04-19","POST /api/category - Creación de categorías","api\smoke\category\category-crud.smoke.spec.js","",""
"","2212","TC_LIV_033_POST_AssignAd","regression","2026-04-19","passed","2026-04-19","8. Configuración Avanzada","api\regression\live\live-advanced.regression.spec.js","",""
"","260","TC_LIV_008_GET_FilterOffline","regression","2026-04-19","passed","2026-04-19","2. Búsqueda y Filtros","api\regression\live\live-advanced.regression.spec.js","",""
"","1063","[PL-FUNC-001.3 / UC-PL-006] Aplica restricciones geográficas vía access_rules","regression","2026-04-19","passed","2026-04-19","PUT /api/playlist/{id} - Actualización","api\regression\playlist\playlist-advanced.regression.spec.js","",""
"","582","[PL-API-003.2 NEG] 400 al crear token sin nombre","","2026-04-03","passed","2026-04-03","Playlist API > Access Tokens · POST & DELETE /api/playlist/{id}/access-token","playlist\playlist.test.js","",""
"","835","TC_MED_PREVIEW_POST","","2026-04-03","passed","2026-04-03","11. Subrecursos Adicionales","media\media.test.js","",""
"","433","[PL-API-003.2.2 / PL-BRULE-002.2.2 NEG] 400 cuando falta el campo type","","2026-04-03","failed","2026-04-03","Playlist API > POST /api/playlist · Creación de playlists","playlist\playlist.test.js","",""
"","551","Debe listar y contener la categoría hija creada","smoke","2026-04-19","passed","2026-04-19","GET /api/category - Búsqueda y listados de categorías","api\smoke\category\category-crud.smoke.spec.js","",""
"","2456","TC_LIV_003_GET_DetailStream","","2026-04-03","passed","2026-04-03","Live Stream API > 1. CRUD Principal (POST/GET/DELETE)","live\live.test.js","",""
"","1126","[PL-API-003.1.6] La media asociada vía update aparece en el campo medias del detalle","","2026-04-03","failed","2026-04-03","Playlist API > GET /api/playlist/{id}?medias=true · Medias incluidas en el detalle","playlist\playlist.test.js","",""
